,city_name,fl,fon,house_number,latitude,longitude,m,od,oid,on,pb2b,pb2c,pla,pr,r12c,rid,sb2b,sb2c,street_name,svc,tc,tt
186,г. Алагир,-,г. Алагир ул. Алагирская 127 -,127,44.221469,43.038467,,2015-07-01 00:00:00,2024557,"Алагир, ул. Алагирская 127",,88001000800,False,1,524808,15,False,True,ул. Алагирская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}]"
187,г. Владикавказ,-,г. Владикавказ ул. Кирова 47 -,47,43.03627,44.68393,,2015-07-01 00:00:00,2024558,"Владикавказ, ул. Кирова 47",,88001000800,False,4,524805,15,False,True,ул. Кирова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '08:00'}]"
188,г. Ардон,-,г. Ардон ул. Пролетарская 81 -,81,43.180573,44.30869,,2015-07-01 00:00:00,2024560,"Ардон, ул. Пролетарская 81",,88001000800,False,1,524809,15,False,True,ул. Пролетарская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}]"
189,г. Моздок,-,г. Моздок ул. Кирова 78 -,78,43.73588,44.65671,,2015-07-01 00:00:00,2024561,"Моздок, ул. Кирова 78",,88001000800,False,1,524801,15,False,True,ул. Кирова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '18:00', 'ws': '08:00'}]"
190,г. Ессентуки,-,г. Ессентуки ул. Кисловодская 18 -,18,44.04348,42.855038,,2015-07-01 00:00:00,2024563,"Ессентуки, ул. Кисловодская 18",,88001000800,False,2,524950,26,False,True,ул. Кисловодская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '08:00'}]"
191,г. Пятигорск,-,г. Пятигорск пр-кт Кирова 52 -,52,44.0363,43.07145,,2015-07-01 00:00:00,2024564,"Пятигорск, пр-кт Кирова 52",,88001000800,False,3,524915,26,False,True,пр-кт Кирова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-05-18 13:00:00', 'ds': '2020-04-29 00:00:00', 'rc': 'закрыт тц'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '08:00'}]"
192,г. Ставрополь,-,г. Ставрополь ул. Ломоносова 19 -,19,45.039802,41.956778,,2015-07-01 00:00:00,2024565,"Ставрополь, ул. Ломоносова 19",,88001000800,False,7,524918,26,False,True,ул. Ломоносова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}]"
193,г. Буденновск,-,г. Буденновск ул. Октябрьская 46 -,46,44.78097,44.162952,,2015-07-01 00:00:00,2024569,"Буденновск, ул. Октябрьская 46",,88001000800,False,1,524937,26,False,True,ул. Октябрьская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '08:00'}]"
194,г. Изобильный,-,г. Изобильный ул. Ленина 9 -,9,45.37564,41.714043,,2015-07-01 00:00:00,2024570,"Изобильный, ул. Ленина 9",,88001000800,False,1,524928,26,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '08:00'}]"
195,г. Зеленокумск,-,г. Зеленокумск ул. Мира 22 -,22,44.404716,43.885345,,2015-07-01 00:00:00,2024573,"Зеленокумск, ул. Мира 22",,88001000800,False,1,524921,26,False,True,ул. Мира,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '15:00', 'ws': '08:00'}]"
196,г. Михайловск,-,г. Михайловск ул. Гагарина 427 -,427,45.128487,42.02613,,2015-07-01 00:00:00,2024576,"Михайловск, ул. Гагарина 427",,88001000800,False,1,524934,26,False,True,ул. Гагарина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}]"
197,г. Ставрополь,-,г. Ставрополь ул. Мира 290 -,290,45.03702,41.96487,,2015-07-01 00:00:00,2024577,"Ставрополь, ул. Мира 290",,88001000800,False,8,524917,26,False,True,ул. Мира,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '08:00'}]"
198,г. Минеральные Воды,-,г. Минеральные Воды пр-кт 22 Партсъезда 28 -,28,44.20936,43.137913,,2015-07-01 00:00:00,2024578,"Минеральные Воды, пр-кт 22 Партсъезда 28",,88001000800,False,1,524949,26,False,True,пр-кт 22 Партсъезда,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '08:00'}]"
199,г. Нефтекумск,Дом связи,г. Нефтекумск мкр. 5-й - Дом связи,-,44.754265,44.987637,,2015-07-01 00:00:00,2024579,"Нефтекумск, мкр. 5-й - Дом связи",,88001000800,False,1,524940,26,False,True,мкр. 5-й,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}]"
200,г. Светлоград,-,г. Светлоград ул. Ленина 39 -,39,45.33953,42.84317,,2015-07-01 00:00:00,2024580,"Светлоград, ул. Ленина 39",,88001000800,False,1,524926,26,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '08:00'}]"
